,title,rating,body
1378,Not really impressed,3.0 out of 5 stars,"Full disclosure: I have a full size switch.  The switch lite really pales in comparison to the regular switch, and it's not that much cheaper.  The screen isn't as vivid, it can't connect to the tv, I can't customize the joy cons, and overall it just feels cheaper in hand.  That being said, it plays all of the same games as the regular switch and does seem more durable since it's a solid piece of plastic, and for that reason I trust it more in the hands of my younger family members."
1379,Looking forward to the first downloads of CLASSICS!,5.0 out of 5 stars,Arrived in good condition. Heard alot of cons about buying one but I’m an old-fashioned gameboy kid. I’m happy to have the switch elite and to be able to play the CLASSICS!
1380,Awesome But...,5.0 out of 5 stars,"This is so cool!! It's so small i can fit it in my pocket, . . . Barely. But the smaller screen doesn't make smaller text harder to read. (NOTICE) You MUST Be connected to Wifi if you want to play digital games unless you're playing on a Linked account. If your account is linked you can play any game digitally. Because my account is linked i am able to play Cuphead because it hasn't come out as a Game cartrige yet. Anyways. If you travel alot, Get the switch lite. If you stay at home, get the normal switch. I got the lite because it's Small, Portable, And it plays just as good as a Regular switch. However. You are ABSOLUTELY Unable to use the dock. You have to use the normal charger. But Do recommend to anyone looking for a good game at a cheap price."
1381,Glad I chose this one.,5.0 out of 5 stars,"My 10 year old wanted a switch. I was hesitant due to his lack of accountability and the price. This was a great choice. No lost joycons, though they are available to connect, and it has held up to his insistence on leaving it where it could be stepped on or sat on. I use it to relive the glory days of Donkey Kong and the visual quality of the screen is better than I expected. The device sized well so that it is comfortable for myself or my son to play. If you are not sure about a switch, I recommend the light."
1382,Can't play any games (UNDER INVESTIGATION),2.0 out of 5 stars,"When I finally had to ability to purchase a Nintendo Switch, I was super excited because I wanted to play the new Animal Crossing game. When it arrived I set up the system like normal and then purchased the said game. Then next thing I see is a completely white game. I can still interact with it like normal but I can't see my game at all. I sent this issue to Nintendo and its undergoing investigation. I originally thought the issue was just with Animal Crossing but when I downloaded another game for free, the same issue occurred. I don't know if there is an issue with my console itself, but I feel I wasted a good amount of money with this."
1383,Overrated,3.0 out of 5 stars,"I was excited to get a nintendo switch, and when i received it, it was honestly disappointing. It felt like a cheaply made plastic console. It is slippery without a case on. I noticed the controls arent the best either and the sticks can drift here and there as well. It nice to have a portable gaming device, but it feels like the switch lite is just a cheap money grab."
1384,Grey Nintendo Switch Lite,5.0 out of 5 stars,Another great product fromNintendo. Perfect packaging from Amazon.
1385,Absolutely amazing!,5.0 out of 5 stars,"delivered on time, came in great condition and plays fantastically. I still love my original switch but this is another great system to add to my collection."
1386,love my switch lite!,5.0 out of 5 stars,I got this to take to hotel when taking a rest after night shift in hospital. It was very light and easy to carry. mostly I love the color! I play animal crossing and I am already addicted to this game. I am going buy a Nintendo switch  later and will play it with my big tv .
1387,Perfect For Young Gamers,5.0 out of 5 stars,This is absolutely perfect for younger gamers. We added a case to house it and protect it from falls and I'm so very pleased by it. This is easy to charge and easy to take with you.  I love the color too.
1388,cost is ridiculous,1.0 out of 5 stars,"My grandson wanted this item, I ordered it thinking it was a game... but I quickly learned its nothing more than an expensive joystick. I actually found the Nintendo Console at a lower more reasonable price.  This went back."
1389,Sunflowers,5.0 out of 5 stars,"I previously owned the Nintendo DS, but once I lost the charger, I eventually lost my interest for playing games too.Luckily, with my two favorite games: Animal Crossing and Cooking Mama coming to the Nintendo Switch, I knew that I had to get this!Along with this, I also purchased a decal on Etsy to make it more personalized.Overall, I am very happy with the Nintendo Switch Lite and I recommend it to anyone whose into gaming for leisurely purposes."
1390,Great,5.0 out of 5 stars,I love this.  We have a reg switch but this is much better if they don’t have to share controllers
