Player name,Appearances,Goals Overview,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork
Emerson,40,0,17,16,4,39,49,59%,0,7,31,39,22,0,125,138,91,27,34,23,0,0,1,"1,455",36.38,3,104,18%,2,41,4,0,21,2,0,0,0,0,1
Emerson Royal,43,1,24,12,7,41,96,61%,0,6,31,101,55,0,208,225,178,25,45,58,0,0,2,"1,580",36.74,1,108,20%,1,36,6,1,39,2,1,0,1,0,0
Pervis Estupiñán,11,0,5,5,0,13,15,53%,0,2,13,11,7,0,36,34,37,1,12,9,0,0,0,325,29.55,2,24,38%,1,8,3,0,11,2,0,0,0,0,0
Jonny Evans,352,14,169,106,94,375,516,70%,3,22,667,"2,029",881,4,"1,927","1,673",951,96,802,465,6,5,12,"16,767",47.63,8,62,32%,11,"1,214",54,3,279,4,14,9,5,0,3
Wout Faes,9,0,5,3,6,9,25,48%,0,0,9,31,11,0,49,48,30,1,18,13,0,0,0,633,70.33,0,0,0%,1,23,1,0,10,0,0,0,0,0,0
Malachi Fagan-Walcott,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Álvaro Fernández,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Junior Firpo,26,0,5,15,1,51,65,49%,0,2,25,33,16,1,96,126,119,16,30,22,1,0,2,832,32,3,26,23%,0,22,11,0,43,1,0,0,0,0,0
William Fish,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Wesley Fofana,39,0,18,12,7,45,70,69%,1,2,87,125,73,0,247,248,168,19,121,80,0,0,0,"2,544",65.23,0,2,2%,1,94,10,0,46,3,0,0,0,0,2
Taylor Foran,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Forbes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marlon Fossey,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Chris Francis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Fredericks,71,2,22,33,10,79,132,66%,1,6,52,146,77,2,216,270,222,27,71,73,0,1,4,"1,788",25.18,5,124,23%,1,51,16,0,51,2,2,0,2,0,0
Tyler Fredricson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Furlong,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Gabriel Magalhães,72,9,45,20,25,72,94,62%,6,13,51,233,132,1,362,323,188,9,142,103,0,3,0,"4,463",61.99,1,5,20%,4,173,10,2,51,1,9,4,1,3,1
Brooklyn Genesini,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lewis Gibson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tarik Gidaree,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alfie Gilchrist,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Godfrey,85,0,23,47,17,136,125,64%,1,9,73,349,185,1,392,348,223,26,160,119,2,2,2,"3,589",42.22,2,21,33%,2,154,13,1,47,4,0,0,0,0,2
Joe Gomez,99,0,67,11,37,71,144,73%,1,5,120,226,104,0,532,435,330,49,199,156,0,1,4,"5,965",60.25,3,89,22%,2,292,19,0,77,1,0,0,0,0,0
Charlie Goode,6,0,2,2,1,6,7,71%,0,0,2,8,2,0,30,34,16,5,15,8,0,0,0,230,38.33,1,6,33%,0,16,3,0,5,0,0,0,0,0,0
Lewis Gordon,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Greenwood,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Seán Grehan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marc Guéhi,50,2,15,16,13,61,51,43%,1,8,48,172,86,2,271,203,112,14,85,68,1,0,1,"3,252",65.04,2,3,3%,1,216,9,0,26,0,2,0,1,1,0
Frédéric Guilbert,25,0,7,13,2,36,74,58%,0,2,49,62,26,0,104,164,172,23,48,68,0,0,2,749,29.96,1,91,16%,0,40,7,0,36,2,0,0,0,0,0
Reece Hannam,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Riley Harbottle,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Bjorn Hardley,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Taylor Harwood-Bellis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kortney Hause,32,3,9,15,6,49,28,50%,0,2,34,159,86,0,183,212,118,12,159,60,0,1,0,"1,253",39.16,1,0,0%,2,95,5,0,35,2,3,2,1,0,1
Kaine Hayden,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Hector,4,0,0,3,0,10,3,67%,0,1,0,6,4,1,19,15,14,3,6,4,0,0,0,186,46.5,0,0,0%,0,20,2,0,5,0,0,0,0,0,0
Rico Henry,49,3,16,19,10,66,49,65%,0,6,38,83,43,0,254,170,208,36,45,60,0,0,1,"1,396",28.49,5,110,23%,2,47,2,0,30,2,3,2,0,1,0
Aaron Hickey,9,0,2,3,0,15,20,70%,0,2,10,9,5,0,32,48,32,7,4,4,0,0,0,249,27.67,0,13,8%,0,5,4,0,7,0,0,0,0,0,0
James Hill,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Leo Hjelde,2,0,1,1,0,5,5,80%,0,0,4,7,4,0,9,8,3,0,3,2,0,0,0,80,40,0,3,3%,0,3,0,0,1,0,0,0,0,0,0
Ki-Jana Hoever,20,0,3,11,1,16,24,50%,0,0,15,29,12,0,58,58,59,17,9,12,0,0,0,409,20.45,0,29,10%,0,12,2,0,9,2,0,0,0,0,0
Rob Holding,88,1,51,24,22,84,103,60%,2,4,82,327,194,1,373,339,282,25,194,144,1,0,1,"4,316",49.05,0,5,60%,1,217,12,1,63,2,1,1,0,0,1
Mason Holgate,122,3,48,42,28,153,212,64%,3,6,148,471,233,2,545,583,406,38,232,177,1,3,5,"4,518",37.03,8,93,16%,4,393,28,1,101,4,3,1,1,1,1
Bashir Humphreys,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nicolas Ioannou,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Reece James,89,7,47,21,19,81,139,65%,0,34,62,90,56,0,394,423,332,106,103,92,1,0,14,"4,446",49.96,21,397,23%,2,176,11,1,78,9,7,0,6,1,4
Pontus Jansson,43,3,14,20,8,66,43,53%,1,5,60,211,110,0,183,174,124,4,119,90,0,0,1,"1,728",40.19,1,1,1%,2,48,7,0,16,6,3,2,1,0,1
Julian Jeanvier,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
João Cancelo,95,5,68,14,41,66,219,63%,1,53,138,78,47,2,553,578,494,163,130,113,0,1,11,"6,786",71.43,22,282,17%,29,280,19,2,97,8,5,0,3,2,4
Kyle John,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jonny,100,5,34,36,19,115,233,55%,0,23,146,115,55,0,475,528,525,90,101,124,0,2,3,"3,419",34.19,5,140,19%,4,96,14,0,83,8,5,0,5,0,1
Juan Larios,5,0,1,4,0,2,7,86%,0,0,3,3,1,0,9,12,9,3,2,5,0,0,0,55,11,0,4,25%,0,1,0,0,1,0,0,0,0,0,0
James Justin,63,2,28,22,19,77,139,61%,0,9,73,136,84,1,292,356,289,35,84,123,1,0,2,"2,976",47.24,6,132,18%,0,90,5,0,39,7,2,0,2,0,1
Issa Kaboré,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michal Karbownik,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Keane,219,11,77,92,56,301,229,64%,3,22,359,"1,257",812,2,922,"1,198",754,33,890,523,3,3,8,"9,121",41.65,11,13,23%,4,729,19,1,114,6,11,7,2,2,3
Thilo Kehrer,13,0,4,7,3,14,22,55%,0,2,20,34,22,0,61,48,54,3,15,21,1,1,0,615,47.31,0,13,8%,0,26,4,0,16,0,0,0,0,0,0
Lloyd Kelly,13,0,4,7,3,24,13,62%,0,1,12,38,18,1,63,38,38,3,19,24,0,1,2,402,30.92,0,11,27%,0,21,2,0,9,0,0,0,0,0,0
Cameron Carter-Vickers,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oliver Casey,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Matty Cash,79,4,30,38,20,105,185,56%,0,15,127,180,94,4,377,387,322,52,83,90,0,0,5,"2,637",33.38,5,213,23%,4,127,17,1,84,6,4,1,1,2,0
Timothy Castagne,68,4,30,24,16,87,147,55%,0,4,72,126,78,0,295,292,264,20,101,106,0,2,5,"2,998",44.09,7,116,24%,1,74,2,0,47,4,4,2,1,1,1
Craig Cathcart,183,5,53,88,33,272,253,67%,5,9,201,998,408,5,707,660,451,17,346,275,4,5,2,"5,536",30.25,5,17,29%,1,527,20,0,76,0,5,4,0,1,0
Cédric Soares,158,3,60,60,33,188,333,71%,1,25,178,365,157,3,707,606,577,63,142,241,0,6,13,"5,763",36.47,19,669,24%,5,323,22,0,103,11,3,0,2,1,1
Kallum Cesay,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,28,3,16,3,12,17,52,67%,1,1,27,67,33,1,114,123,88,11,46,41,1,1,1,"1,737",62.04,0,6,6%,3,63,3,0,23,0,3,2,1,0,1
Calum Chambers,165,7,59,66,33,197,287,69%,1,26,265,623,341,1,848,791,710,97,350,285,1,1,5,"7,046",42.7,10,248,18%,7,355,29,1,161,2,7,1,5,1,1
Shea Charles,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Chilwell,142,11,64,46,38,145,214,60%,1,21,150,330,184,1,705,833,698,131,318,237,0,1,16,"6,524",45.94,15,521,18%,9,198,14,1,118,18,11,0,2,9,2
Andreas Christensen,93,0,50,22,29,89,99,53%,1,4,120,287,154,1,491,386,230,21,230,154,0,3,0,"5,588",60.09,2,1,100%,5,235,10,1,54,1,0,0,0,0,2
Christian Marques,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dennis Cirkin,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
CJ Egan-Riley,1,0,1,0,0,0,1,100%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ciaran Clark,214,15,51,102,32,331,343,73%,5,21,346,"1,396",650,5,837,"1,028",699,56,515,361,1,5,6,"6,829",31.91,10,42,21%,2,425,52,3,193,4,15,12,0,3,3
Harry Clarke,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jonjoe Kenny,50,0,17,27,7,71,83,70%,0,4,67,135,68,0,196,180,157,15,71,54,0,0,3,"1,448",28.96,3,96,28%,1,88,4,1,37,2,0,0,0,0,2
Maximilian Kilman,67,1,25,27,19,62,89,54%,0,5,82,215,124,0,317,271,170,31,132,85,0,1,1,"3,256",48.6,1,2,2%,0,144,7,0,44,0,1,1,0,0,3
Alex Kirk,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Robin Koch,51,0,18,24,7,87,68,60%,2,10,65,121,54,2,256,218,203,9,119,93,1,1,0,"2,175",42.65,0,6,6%,2,110,7,0,56,0,0,0,0,0,1
Sead Kolasinac,80,2,41,23,17,91,112,66%,0,11,76,112,69,0,367,284,266,41,97,80,0,1,11,"3,215",40.19,18,123,20%,3,67,13,0,76,16,2,0,0,2,1
Ibrahima Konaté,13,0,8,1,4,12,19,63%,0,0,19,46,24,0,77,66,38,2,41,20,0,1,0,835,64.23,0,0,0%,2,25,2,0,12,0,0,0,0,0,0
Terence Kongolo,46,1,6,32,5,80,110,62%,1,1,99,163,70,1,174,246,122,17,85,51,1,1,1,"1,504",32.7,1,39,18%,1,82,4,0,26,2,1,1,0,0,0
Ezri Konsa,105,5,37,48,27,147,87,49%,0,9,81,353,159,0,423,477,259,20,230,162,0,2,2,"3,719",35.42,2,20,40%,1,171,12,2,59,3,5,2,3,0,1
Kalidou Koulibaly,9,1,4,3,2,9,18,67%,1,1,12,28,11,0,50,41,27,3,17,11,0,0,0,608,67.56,0,3,3%,0,36,2,1,11,0,1,0,1,0,0
Billy Koumetio,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,54,1,20,20,9,70,74,49%,1,5,48,135,67,0,198,164,142,9,56,57,0,1,2,"1,375",25.46,3,59,12%,0,41,9,0,38,1,1,1,0,0,0
Rasmus Kristensen,12,0,4,5,1,18,35,51%,2,1,21,29,9,1,58,62,41,4,19,13,0,0,1,487,40.58,2,26,23%,0,13,4,0,15,1,0,0,0,0,0
Layvin Kurzawa,1,0,0,1,0,3,2,50%,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,7,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ethan Laird,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey,61,1,17,22,5,45,64,69%,0,9,59,46,22,0,204,248,237,63,16,49,0,0,4,"1,248",20.46,10,165,21%,3,13,9,1,65,4,1,0,1,0,0
Aymeric Laporte,112,8,91,11,48,69,111,50%,3,15,102,246,148,0,601,408,243,17,232,136,0,1,3,"9,396",83.89,2,16,19%,6,469,11,1,63,6,8,6,1,1,1
Richie Laryea,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jamaal Lascelles,156,9,45,70,33,199,119,53%,6,11,157,850,479,6,693,668,374,18,477,224,2,4,1,"4,958",31.78,2,8,8%,2,309,26,1,103,3,9,9,0,0,2
Marcel Lavinier,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nico Lawrence,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dexter Lembikisa,1,0,0,1,0,1,0,0%,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,11,11,0,1,1%,0,0,0,0,0,0,0,0,0,0,0
Clément Lenglet,8,0,5,3,0,14,10,50%,0,3,4,12,7,0,28,29,16,1,14,7,0,0,1,428,53.5,1,3,33%,0,19,0,0,5,0,0,0,0,0,0
Rico Lewis,3,0,3,0,0,0,2,50%,0,0,1,1,1,0,4,2,1,0,0,0,0,0,0,38,12.67,0,0,0%,0,1,0,0,0,0,0,0,0,0,0
Victor Lindelöf,144,3,70,34,38,172,129,60%,1,6,122,511,252,0,780,503,323,21,311,188,2,2,4,"7,802",54.18,7,5,5%,8,304,12,0,96,3,3,1,1,1,0
Tino Livramento,28,1,7,10,6,42,54,52%,0,3,47,47,23,0,176,144,99,30,24,25,0,0,1,906,32.36,4,62,19%,2,27,2,0,12,1,1,1,0,0,2
Diego Llorente,50,4,18,18,10,68,100,62%,0,5,75,135,67,1,331,248,187,16,101,94,0,2,0,"2,492",49.84,1,5,5%,2,149,9,0,44,0,4,1,1,2,1
Emmanuel Longelo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lyanco,22,0,7,10,1,22,23,74%,0,4,16,58,22,0,97,61,51,6,23,19,0,2,0,502,22.82,0,4,4%,0,25,4,0,16,0,0,0,0,0,0
Brooklyn Lyons-Foster,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harry Maguire,207,11,87,73,52,275,255,66%,5,37,326,873,547,1,"1,220","1,234",611,119,708,277,1,3,8,"11,199",54.1,9,39,15%,6,924,46,2,179,19,11,7,4,0,7
Tyrell Malacia,9,0,5,4,2,7,15,73%,0,1,8,13,3,0,27,26,29,2,4,1,0,0,0,214,23.78,0,5,40%,0,5,2,0,13,0,0,0,0,0,0
Javier Manquillo,123,2,35,58,21,149,228,67%,0,4,118,258,109,0,399,479,377,58,116,107,0,0,7,"2,780",22.6,5,197,15%,1,92,20,0,87,12,2,0,2,0,0
Marc Jurado,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marçal,31,0,15,13,7,23,55,49%,0,5,40,58,35,0,124,118,108,14,37,26,0,0,0,991,31.97,1,73,15%,0,39,5,0,41,1,0,0,0,0,1
Pablo Marí,14,0,7,5,5,12,22,59%,0,1,13,48,27,0,55,64,45,3,36,28,0,0,0,821,58.64,1,0,0%,0,30,3,0,11,0,0,0,0,0,0
Arthur Masuaku,105,1,38,41,17,127,247,61%,0,7,119,170,85,0,564,624,530,215,97,90,0,1,9,"3,328",31.7,10,256,17%,4,146,15,1,90,3,1,0,0,1,0
Joël Matip,130,8,86,11,49,102,200,71%,1,20,180,489,277,2,667,653,316,31,366,161,0,2,5,"8,315",63.96,9,7,7%,10,392,13,0,75,1,8,5,3,0,6
Konstantinos Mavropanos,7,0,3,4,1,4,2,50%,0,0,13,16,10,0,19,13,14,3,6,10,0,0,0,240,34.29,1,0,0%,0,19,1,1,4,0,0,0,0,0,0
Alfie Mawson,80,6,21,42,17,127,72,72%,1,7,84,455,259,1,421,382,230,42,238,147,2,2,1,"3,439",42.99,2,6,17%,2,398,6,0,35,1,6,3,3,0,2
Kevin Mbabu,9,0,2,5,0,12,14,79%,0,0,6,4,1,0,15,26,27,5,5,8,0,0,1,105,11.67,1,9,33%,0,5,1,0,7,1,0,0,0,0,0
Loïc Mbe Soh,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Mbete,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Xavier Mbuyamba,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Connor McAvoy,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Scott McKenna,14,0,2,8,3,30,11,55%,0,0,10,66,31,0,53,43,27,5,24,15,0,1,0,579,41.36,1,2,50%,0,29,4,0,7,0,0,0,0,0,0
Ben Mee,231,11,66,101,66,318,312,57%,7,17,349,"1,367",804,12,"1,285","1,325",820,44,837,533,5,6,5,"8,620",37.32,12,76,16%,1,877,43,0,147,9,11,9,1,1,7
Teden Mengi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Chris Mepham,39,1,8,22,6,67,47,45%,1,2,42,203,106,0,149,157,111,6,89,61,1,2,1,"1,479",37.92,1,4,25%,0,63,7,0,30,1,1,0,1,0,0
Matt Miazga,2,0,1,1,1,1,3,100%,0,0,2,9,4,0,5,11,10,0,7,8,0,1,0,90,45,0,0,0%,0,3,1,0,1,1,0,0,0,0,0
Yerry Mina,80,5,35,26,14,83,87,61%,1,9,72,296,179,1,313,379,227,7,248,147,1,3,1,"3,494",43.68,2,7,14%,1,223,12,0,61,4,5,4,1,0,0
Tyrone Mings,135,5,46,64,34,188,92,60%,2,11,154,633,299,10,732,471,291,34,282,159,4,5,7,"5,815",43.07,4,20,30%,3,424,26,1,88,7,5,1,1,3,0
Tyrick Mitchell,73,1,22,29,15,93,191,55%,2,5,72,150,52,0,405,307,224,33,50,65,0,0,5,"2,647",36.26,4,110,30%,1,114,5,0,33,2,1,0,0,0,0
Zane Monlouis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Yerson Mosquera,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marqes Muir,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sam Murray,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Vitaliy Mykolenko,28,1,7,14,7,33,48,54%,0,2,39,63,33,1,134,91,94,7,21,33,0,0,0,854,30.5,0,70,26%,2,31,2,0,26,0,1,0,0,1,0
Nélson Semedo,72,1,23,33,14,76,169,63%,1,12,67,140,73,0,378,402,347,105,62,81,1,1,3,"2,737",38.01,1,122,21%,4,83,9,1,75,6,1,0,1,0,0
Moussa Niakhaté,2,0,1,1,0,2,1,1%,0,0,1,18,6,0,7,12,16,0,11,6,0,0,0,50,25,0,0,0%,0,4,0,0,3,0,0,0,0,0,0
Niels Nkounkou,2,0,0,2,0,1,4,75%,0,0,0,4,2,0,3,6,9,2,0,0,0,0,0,28,14,0,4,25%,0,1,1,0,1,0,0,0,0,0,0
James Norris,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nuno Tavares,22,1,13,9,3,19,21,67%,0,4,9,30,20,0,68,75,84,18,24,22,0,1,1,586,26.64,1,40,23%,0,13,2,0,23,1,1,0,1,0,0
Jake O'Brien,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Odeluga Offiah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Angelo Ogbonna,176,8,67,62,39,249,203,66%,1,14,248,820,446,0,746,759,478,31,458,281,1,2,1,"6,035",34.29,4,12,50%,3,407,22,0,119,1,8,6,0,1,2
Mazeed Ogungbo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tobi Omole,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Oyegoke,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sam Packham,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jonathan Panzo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Stefan Parkes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Maksim Paskotsi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathan Patterson,10,0,1,4,2,10,34,41%,0,4,10,22,13,0,51,51,31,6,6,8,0,0,0,275,27.5,1,17,6%,1,9,1,0,5,1,0,0,0,0,0
Romain Perraud,33,2,6,17,3,50,59,61%,0,17,31,50,14,1,114,116,130,13,20,35,0,0,3,837,25.36,5,106,11%,2,16,4,0,41,3,2,0,1,1,2
